Subject,Predicate,Object,Section,Organism,PMCID
ParvalbuminInterneuronDysfunction,contributesTo,BehavioralDeficits,Introduction,Human,9035525
ExistingAntiepilepticDrugs,hasLimitedEfficacyIn,DravetSyndrome,Introduction,Human,9035525
BDNF,supports,InterneuronDevelopment,Introduction,Human,9035525
BDNF,supports,InterneuronMaintenance,Introduction,Human,9035525
TrkBReceptorActivation,improves,ParvalbuminInterneuronFunction,Introduction,Human,9035525
TrkBReceptorActivation,hasEffect,AntiepileptogenicEffect,Introduction,Human,9035525
LM22A4,hasDrugType,PartialTrkBAgonist,Introduction,Human,9035525
LM22A4,designedToTarget,TrkBReceptor,Introduction,Human,9035525
EarlyTrkBActivation,hypothesizedToReduce,SeizureActivity,Introduction,Human,9035525
Scn1aMutantMouse,models,DravetSyndrome,Methods,Mouse,9035525
Scn1aMutantMouse,hasGenotype,HeterozygousScn1aMutation,Methods,Mouse,9035525
Scn1aMutantMouse,exhibits,SpontaneousSeizures,Methods,Mouse,9035525
Scn1aMutantMouse,exhibits,HyperthermiaInducedSeizures,Methods,Mouse,9035525
LM22A4Treatment,initiatedAt,PostnatalDay13,Methods,Mouse,9035525
LM22A4Treatment,administeredBefore,SpontaneousSeizureOnset,Methods,Mouse,9035525
LM22A4,crosses,BloodBrainBarrier,Methods,Mouse,9035525
Immunohistochemistry,assesses,ParvalbuminSynapseDensity,Methods,Mouse,9035525
Immunohistochemistry,assesses,Nav1.1Expression,Methods,Mouse,9035525
WholeCellPatchClamp,measures,InhibitorySynapticTransmission,Methods,Mouse,9035525
VideoEEGMonitoring,detects,SpontaneousSeizures,Methods,Mouse,9035525
LM22A4Treatment,increases,PerisomaticPVInterneuronSynapses,Results,Mouse,9035525
PerisomaticPVInterneuronSynapses,locatedAround,CorticalPyramidalCells,Results,Mouse,9035525
LM22A4Treatment,increases,InhibitorySynapticTransmission,Results,Mouse,9035525
InhibitorySynapticTransmission,measuredAs,IncreasedIPSCFrequency,Results,Mouse,9035525
LM22A4Treatment,doesNotAlter,ExcitatorySynapticTransmission,Results,Mouse,9035525
LM22A4Treatment,upregulates,Nav1.1Expression,Results,Mouse,9035525
Nav1.1Upregulation,occursIn,ParvalbuminInterneurons,Results,Mouse,9035525
Nav1.1Upregulation,restores,ParvalbuminInterneuronExcitability,Results,Mouse,9035525
LM22A4Treatment,reduces,SpontaneousSeizureIncidence,Results,Mouse,9035525
LM22A4Treatment,reduces,SpontaneousSeizureFrequency,Results,Mouse,9035525
LM22A4Treatment,reduces,MortalityRate,Results,Mouse,9035525
ReducedSeizureBurden,associatedWith,ImprovedSurvival,Results,Mouse,9035525
ParvalbuminInterneuronDysfunction,representsCoreDeficitIn,DravetSyndrome,Discussion,Human,9035525
EarlyIntervention,importantFor,PreventingEpileptogenesis,Discussion,Human,9035525
ChronicTrkBActivation,enhances,GABAergicInhibition,Discussion,Mouse,9035525
ChronicTrkBActivation,doesNotIncrease,ExcitatoryTransmission,Discussion,Mouse,9035525
Nav1.1Enhancement,mitigates,Scn1aLossOfFunction,Discussion,Mouse,9035525
Nav1.1Enhancement,reduces,SeizureSusceptibility,Discussion,Mouse,9035525
LM22A4Treatment,associatedWith,ReducedSUDEPRisk,Discussion,Mouse,9035525
SeizureFrequency,correlatesWith,SUDEPRisk,Discussion,Human,9035525
PartialTrkBActivation,differsFrom,FullBDNFActivation,Discussion,Human,9035525
PartialTrkBActivation,associatedWith,AntiepileptogenicEffects,Discussion,Mouse,9035525
LM22A4,hasPotentialTherapeuticApplicationIn,DravetSyndrome,Discussion,Human,9035525
LM22A4,requiresFurtherStudyFor,LongTermCognitiveOutcomes,Discussion,Human,9035525
TrkBTargetedTherapy,mayHaveRelevanceBeyond,DravetSyndrome,Discussion,Human,9035525
SCN1A,encodes,NaV1.1,Introduction,Human,8080386
SCN1A,associatedWith,Epilepsy,Introduction,Human,8080386
SCN1A,associatedWith,DravetSyndrome,Introduction,Human,8080386
DravetSyndrome,associatedWith,SCN1AHaploinsufficiency,Introduction,Human,8080386
SCN1A,hasRegulatoryFeature,MultipleCoActivePromoters,Introduction,Human,8080386
SCN1A,hasAlternativePromoter,Scn1a1bRegulatoryRegion,Introduction,Human,8080386
Scn1a1bRegulatoryRegion,hasGenomicType,NonCanonicalPromoter,Introduction,Human,8080386
NonCodingPromoterMutation,implicates,EpilepsyRisk,Introduction,Human,8080386
Scn1a1bRegulatoryRegionDeletion,performedIn,MouseModel,Methods,Mouse,8080386
Scn1a1bRegulatoryRegionDeletion,targets,EvolutionarilyConservedNonCodingInterval,Methods,Mouse,8080386
MouseModel,harbors,Scn1a1bDeletion,Methods,Mouse,8080386
GeneExpressionAnalysis,assesses,Scn1aExpression,Methods,Mouse,8080386
ProteinExpressionAnalysis,assesses,NaV1.1Expression,Methods,Mouse,8080386
EEGRecording,detects,SeizureActivity,Methods,Mouse,8080386
ThermalChallenge,elicits,EvokedSeizures,Methods,Mouse,8080386
BehavioralTesting,assesses,BehavioralPhenotypes,Methods,Mouse,8080386
Scn1a1bDeletion,reduces,Scn1aExpression,Results,Mouse,8080386
Scn1a1bDeletion,reduces,NaV1.1ProteinExpression,Results,Mouse,8080386
ReducedScn1aExpression,occursThroughout,Brain,Results,Mouse,8080386
ReducedNaV1.1Expression,occursThroughout,Brain,Results,Mouse,8080386
Scn1a1bDeletion,causes,ElectroencephalographicSeizures,Results,Mouse,8080386
Scn1a1bDeletion,causes,ThermalEvokedSeizures,Results,Mouse,8080386
Scn1a1bDeletion,associatedWith,BehavioralDeficits,Results,Mouse,8080386
Scn1a1bDeletionMouse,exhibits,EpilepticPhenotype,Results,Mouse,8080386
EpilepticPhenotype,resembles,DravetLikeFeatures,Results,Mouse,8080386
Scn1a1bRegulatoryRegion,requiredFor,NormalScn1aExpression,Discussion,Mouse,8080386
NonCanonicalPromoter,hasCriticalRoleIn,GeneDosageControl,Discussion,Mouse,8080386
RegulatoryElementDeletion,canCause,SevereNeurologicalPhenotype,Discussion,Mouse,8080386
NonCodingRegulatoryMutation,mayContributeTo,EpilepsyEtiology,Discussion,Human,8080386
RegulatoryArchitecture,influences,EpilepsySeverity,Discussion,Human,8080386
Scn1aRegulatoryDisruption,providesMechanisticInsightInto,DravetSyndrome,Discussion,Human,8080386
MosaicMutation,hasDefinition,PostZygoticMutationPresentInSubsetOfCells,Introduction,Human,4929028
MosaicMutation,differsFrom,GermlineMutation,Introduction,Human,4929028
MosaicMutation,differsFrom,DeNovoMutation,Introduction,Human,4929028
EarlyOnsetGeneticDisease,associatedWith,SeverePhenotype,Introduction,Human,4929028
EarlyOnsetGeneticDisease,associatedWith,HighGeneticBurden,Introduction,Human,4929028
DeNovoMutation,contributesTo,GeneticDiseaseArchitecture,Introduction,Human,4929028
MosaicMutation,contributesTo,GeneticDiseaseArchitecture,Introduction,Human,4929028
MosaicMutation,mayBeMissedBy,StandardDeNovoScreening,Introduction,Human,4929028
ParentalMosaicMutation,canBeTransmittedTo,Offspring,Introduction,Human,4929028
MosaicMutation,hasPurifyingSelectionExposure,Reduced,Introduction,Human,4929028
ReducedPurifyingSelection,associatedWith,IncreasedPathogenicPotential,Introduction,Human,4929028
WholeExomeSequencing,enables,MosaicMutationDetection,Introduction,Human,4929028
HighReadDepth,increases,MosaicMutationDetectionPower,Introduction,Human,4929028
Study,includesCohort,SUDCCohort,Methods,Human,4929028
Study,includesCohort,EpilepticEncephalopathyCohort,Methods,Human,4929028
SUDCCohort,hasCaseCount,NineFamilies,Methods,Human,4929028
SUDCCohort,characterizedBy,UnexplainedChildhoodDeath,Methods,Human,4929028
EpilepticEncephalopathyCohort,hasTrioCount,ThreeHundredThirtyEight,Methods,Human,4929028
EpilepticEncephalopathyCohort,enrichedFor,PathogenicDeNovoMutations,Methods,Human,4929028
SUDCProband,hasClinicalHistory,FebrileSeizures,Results,Human,4929028
SiblingWithDravetSyndrome,hasClinicalHistory,FebrileSeizures,Results,Human,4929028
SiblingWithDravetSyndrome,hasDiagnosis,DravetSyndrome,Results,Human,4929028
SUDCProband,hasDevelopmentalStatus,NormalDevelopment,Results,Human,4929028
SUDCProband,hasImagingResult,NormalCTScan,Results,Human,4929028
SUDCProband,hasEEGResult,NormalEEG,Results,Human,4929028
SUDCProband,experienced,SuddenDeathDuringSleep,Results,Human,4929028
SuddenDeathDuringSleep,associatedWith,SeizureRelatedMechanism,Discussion,Human,4929028
MosaicTransmissionScreen,identifies,ParentalMosaicVariants,Methods,Human,4929028
MosaicTransmissionScreen,appliedTo,FamilyBasedExomeData,Methods,Human,4929028
ScreenedVariant,hasProperty,Nonsynonymous,Methods,Human,4929028
ScreenedVariant,absentFrom,PopulationControls,Methods,Human,4929028
ScreenedVariant,presentIn,Proband,Methods,Human,4929028
ScreenedVariant,presentAtLowAlleleFractionIn,Parent,Methods,Human,4929028
AlleleReadRatio,usedToInfer,MosaicStatus,Methods,Human,4929028
BinomialExactTest,evaluates,AlleleReadRatioDeviation,Methods,Human,4929028
MosaicTransmissionScreen,identifies,SCN1AMosaicMutation,Results,Human,4929028
SCN1AMosaicMutation,occursIn,SUDCFamily,Results,Human,4929028
AffectedResidue,hasEvolutionaryProperty,HighlyConserved,Results,Human,4929028
SCN1AVariant,previouslyReportedAtSameResidueIn,DravetSyndrome,Results,Human,4929028
NTNG1Variant,identifiedIn,SUDCProband,Results,Human,4929028
NTNG1Variant,presentIn,HealthySibling,Results,Human,4929028
NTNG1Variant,lacksStrongPathogenicEvidence,PhenotypeAssociation,Results,Human,4929028
MosaicTransmissionScreen,identifies,SLC6A1MosaicMutation,Results,Human,4929028
SLC6A1,encodes,GABAReuptakeTransporter,Results,Human,4929028
SLC6A1Mutation,affects,ExtracellularLoopDomain,Results,Human,4929028
ExtracellularLoopDomain,requiredFor,SubstrateBinding,Results,Human,4929028
SLC6A1Mutation,reduces,TransporterActivity,Results,Human,4929028
ReducedTransporterActivity,contributesTo,EpilepticEncephalopathy,Discussion,Human,4929028
ParentalMosaicTransmission,hasEstimatedIncidence,ZeroPointZeroOneEightPerTrio,Results,Human,4929028
ParentalMosaicTransmission,occursLessFrequentlyThan,DeNovoMutation,Results,Human,4929028
ParentalMosaicMutationScreening,complements,DeNovoMutationScreening,Discussion,Human,4929028
ParentalMosaicMutation,relevantTo,SevereEarlyOnsetDisorders,Discussion,Human,4929028
FebrileSeizures,associatedWith,SUDC,Discussion,Human,4929028
FebrileSeizures,precede,SuddenUnexpectedDeathInEpilepsy,Discussion,Human,4929028
DravetSyndrome,associatedWith,SuddenUnexpectedDeathInEpilepsy,Discussion,Human,4929028
SCN1AMutation,increasesRiskOf,SeizureRelatedDeath,Discussion,Human,4929028
GeneticScreening,recommendedFor,UnexplainedChildhoodDeath,Discussion,Human,4929028
GeneticScreening,mayIdentify,MosaicPathogenicVariants,Discussion,Human,4929028
SCN1A_Leu61Pro,hasVariantType,MissenseMutation,Results,Human,4929028
SCN1A_Leu61Pro,affects,Nav1.1Protein,Results,Human,4929028
SCN1A_Leu61Pro,affectsProteinRegion,CytoplasmicNTerminus,Results,Human,4929028
SCN1A_Leu61Pro,presentIn,SUDCProband,Results,Human,4929028
SCN1A_Leu61Pro,presentIn,SiblingWithDravetSyndrome,Results,Human,4929028
SCN1A_Leu61Pro,presentAsMosaicIn,UnaffectedFather,Results,Human,4929028
SCN1A_Leu61Pro,hasAlleleFractionInFather,ApproximatelyTwentyFivePercent,Results,Human,4929028
SCN1A_Leu61Pro,hasAlleleFractionInChildren,ApproximatelyFiftyPercent,Results,Human,4929028
SCN1A_Leu61Pro,confirmedBy,SangerSequencing,Results,Human,4929028
SCN1A_Leu61Pro,previouslyReportedIn,DravetSyndrome,Results,Human,4929028
MosaicTransmissionScreen,usesStatisticalTest,BinomialExactTest,Methods,Human,4929028
MosaicTransmissionScreen,evaluates,AlleleReadRatioDeviation,Methods,Human,4929028
MosaicTransmissionScreen,identifies,ParentalMosaicVariants,Methods,Human,4929028
DravetSyndrome,hasDiseaseType,MonogenicEpilepsy,Introduction,Human,10502630
DravetSyndrome,associatedWith,SCN1AHaploinsufficiency,Introduction,Human,10502630
SCN1A,encodes,NaV1.1,Introduction,Human,10502630
NaV1.1,hasMolecularType,VoltageGatedSodiumChannel,Introduction,Human,10502630
DravetSyndrome,characterizedBy,RefractorySeizures,Introduction,Human,10502630
DravetSyndrome,characterizedBy,DevelopmentalDelay,Introduction,Human,10502630
DravetSyndrome,characterizedBy,IncreasedMortality,Introduction,Human,10502630
GLT1,hasAlternateName,EAAT2,Introduction,Human,10502630
GLT1,hasBiologicalRole,GlutamateClearance,Introduction,Human,10502630
GLT1,majorDeterminantOf,SynapticGlutamateHomeostasis,Introduction,Human,10502630
ReducedGLT1Expression,associatedWith,Epileptogenesis,Introduction,Human,10502630
ReducedGLT1Expression,associatedWith,ExcessExcitatorySignaling,Introduction,Human,10502630
ExcessExcitatorySignaling,contributesTo,Seizures,Introduction,Human,10502630
GLT1,isDrugTargetableBy,FDAApprovedMedications,Introduction,Human,10502630
GLT1Upregulation,consideredAs,AdjunctiveTherapy,Introduction,Human,10502630
SCN1AHaploinsufficiency,impairs,InhibitoryInterneuronFunction,Introduction,Human,10502630
InhibitoryInterneuronDysfunction,increases,SeizureSusceptibility,Introduction,Human,10502630
GLT1Reduction,logicallyCorrespondsTo,ExcitotoxicInjury,Introduction,Human,10502630
ExcitotoxicInjury,affects,InhibitoryInterneurons,Introduction,Human,10502630
GLT1,upregulatedBy,BetaLactamAntibiotics,Introduction,Human,10502630
BetaLactamAntibiotics,consideredAs,PotentialSeizureModulators,Introduction,Human,10502630
Study,investigates,GLT1Expression,Methods,Mouse,10502630
Study,usesModel,Scn1aHaploinsufficientMouse,Methods,Mouse,10502630
Scn1aHaploinsufficientMouse,models,DravetSyndrome,Methods,Mouse,10502630
Scn1aHaploinsufficientMouse,hasGenotype,Scn1aPlusMinus,Methods,Mouse,10502630
Study,examinesBackgroundStrains,129S1,Methods,Mouse,10502630
Study,examinesBackgroundStrains,C57BL6J,Methods,Mouse,10502630
Study,examinesBackgroundStrains,C57x129SF1Hybrid,Methods,Mouse,10502630
Scn1aPlusMinus129S,exhibits,SeizureResistance,Introduction,Mouse,10502630
Scn1aPlusMinus129S,hasOutcome,NormalLifespan,Introduction,Mouse,10502630
Scn1aPlusMinusC57,exhibits,SpontaneousSeizures,Introduction,Mouse,10502630
Scn1aPlusMinusC57,hasOutcome,HighMortality,Introduction,Mouse,10502630
Scn1aPlusMinusF1Hybrid,exhibits,IntermediateEpilepticPhenotype,Introduction,Mouse,10502630
Scn1aPlusMinusF1Hybrid,hasOutcome,IntermediateMortality,Introduction,Mouse,10502630
VideoEEG,detects,GeneralizedTonicClonicSeizures,Results,Mouse,10502630
F1HETMouse,exhibits,GeneralizedTonicClonicSeizures,Results,Mouse,10502630
F1WTMouse,lacks,GeneralizedTonicClonicSeizures,Results,Mouse,10502630
GeneralizedTonicClonicSeizures,characterizedBy,RecurrentEpisodes,Results,Mouse,10502630
GeneralizedTonicClonicSeizures,characterizedBy,FiniteDuration,Results,Mouse,10502630
GLT1Expression,measuredIn,Neocortex,Results,Mouse,10502630
F1HETMouse,has,ReducedGLT1Expression,Results,Mouse,10502630
F1WTMouse,has,BaselineGLT1Expression,Results,Mouse,10502630
Scn1aPlusMinus129S,has,ReducedGLT1Expression,Results,Mouse,10502630
129SWTMouse,has,HigherGLT1Expression,Results,Mouse,10502630
ReducedGLT1Expression,observedIn,Scn1aHaploinsufficientMice,Results,Mouse,10502630
ReducedGLT1Expression,occursAcross,MultipleGeneticBackgrounds,Results,Mouse,10502630
129SWTMouse,hasHigherGLT1ExpressionThan,F1WTMouse,Results,Mouse,10502630
129SWTMouse,hasHigherGLT1ExpressionThan,C57WTMouse,Results,Mouse,10502630
GLT1Expression,variesBy,GeneticBackground,Results,Mouse,10502630
ReducedGLT1Expression,mayContributeTo,SeizureSusceptibility,Discussion,Mouse,10502630
ReducedGLT1Expression,mayRepresent,EndophenotypeOfScn1aHaploinsufficiency,Discussion,Mouse,10502630
GLT1Reduction,notSolelyDrivenBy,SeizureActivity,Discussion,Mouse,10502630
Scn1aHaploinsufficiency,sufficientToCause,GLT1Reduction,Discussion,Mouse,10502630
SecondGLT1Hit,combinedWith,SusceptibleGeneticBackground,Discussion,Mouse,10502630
SecondGLT1Hit,mayShift,EpilepsyThreshold,Discussion,Mouse,10502630
GLT1Reduction,canPrecede,SeizureOnset,Discussion,Mouse,10502630
SeizureActivity,canFurtherReduce,GLT1Expression,Discussion,Mouse,10502630
GLT1Loss,leadsTo,FatalEpilepsy,Discussion,Mouse,10502630
GLT1Loss,associatedWith,EpilepticEncephalopathy,Discussion,Human,10502630
GLT1Upregulation,proposedAs,TherapeuticStrategy,Discussion,Human,10502630
GLT1Upregulation,mayImprove,SeizureControl,Discussion,Human,10502630
GLT1Upregulation,mayPrevent,SeizureOnset,Discussion,Human,10502630
GLT1Upregulation,mayMitigate,EstablishedSeizures,Discussion,Human,10502630
GLT1Targeting,complements,PrimaryGeneTargeting,Discussion,Human,10502630
BackgroundNeurobiology,modulates,GeneticEpilepsySeverity,Discussion,Human,10502630
GLT1Expression,playsRoleIn,DravetSyndromePathophysiology,Discussion,Human,10502630
GLT1,represents,ViableTherapeuticTarget,Discussion,Human,10502630
DravetSyndrome,hasDiseaseType,SevereDevelopmentalEpilepsy,Introduction,Human,5501540
DravetSyndrome,oftenAssociatedWith,SCN1ATruncationMutation,Introduction,Human,5501540
SCN1ATruncationMutation,resultsIn,SCN1AHaploinsufficiency,Introduction,Human,5501540
DravetSyndrome,exhibits,ClinicalOutcomeVariability,Introduction,Human,5501540
ClinicalOutcomeVariability,occursAmong,IndividualsWithSameMutation,Introduction,Human,5501540
ClinicalOutcomeVariability,suggests,ModifierGeneInfluence,Introduction,Human,5501540
ModifierGenes,influence,MonogenicDiseaseSeverity,Introduction,Human,5501540
EpilepsyDueToSodiumChannelMutation,susceptibleTo,ModifierGeneEffects,Introduction,Human,5501540
Study,focusesOn,JapaneseDravetSyndromeCases,Methods,Human,5501540
Study,restrictsInclusionTo,SCN1ATruncationPositiveIndividuals,Methods,Human,5501540
SCN1ATruncationPositiveIndividuals,share,UniformPrimaryGeneticEtiology,Methods,Human,5501540
Study,applies,ExtremePhenotypeDesign,Methods,Human,5501540
ExtremePhenotypeDesign,contrasts,MildPhenotype,Methods,Human,5501540
ExtremePhenotypeDesign,contrasts,SeverePhenotype,Methods,Human,5501540
MildPhenotype,definedBy,PreservedCognitiveFunction,Methods,Human,5501540
SeverePhenotype,definedBy,SevereCognitiveImpairment,Methods,Human,5501540
StudyCohort,includes,TwentyTwoIndividuals,Methods,Human,5501540
StudyCohort,includes,NineMildCases,Methods,Human,5501540
StudyCohort,includes,TwelveSevereCases,Methods,Human,5501540
StudyCohort,derivedFrom,LargeJapaneseDSCohort,Methods,Human,5501540
LargeJapaneseDSCohort,contains,SCN1APositivePatients,Methods,Human,5501540
WholeExomeSequencing,performedOn,StudyCohort,Methods,Human,5501540
WholeExomeSequencing,identifies,CodingVariants,Methods,Human,5501540
VariantAnnotation,uses,PublicGenomicDatabases,Methods,Human,5501540
VariantFiltering,removes,CommonVariants,Methods,Human,5501540
RareVariant,definedAs,MinorAlleleFrequencyLessThanOnePercent,Methods,Human,5501540
Study,testsFor,CommonVariantEnrichment,Methods,Human,5501540
Study,testsFor,AggregatedVariantBurden,Methods,Human,5501540
Study,testsFor,RareVariantAccumulationInCandidateGenes,Methods,Human,5501540
CandidateGenes,associatedWith,NeuronalExcitability,Methods,Human,5501540
CandidateGeneSet,contains,TwoHundredThirtySevenGenes,Methods,Human,5501540
CommonVariantAnalysis,doesNotIdentify,SingleStrongModifier,Results,Human,5501540
TopCommonVariants,mapTo,NonCodingRegions,Results,Human,5501540
CommonVariants,lack,ClearNeurologicalFunction,Results,Human,5501540
GeneBasedAssociationTest,identifies,FKBP5Locus,Results,Human,5501540
FKBP5Locus,associatedWith,ClinicalSeverity,Results,Human,5501540
FKBP5Association,influencedBy,SexAsCovariate,Results,Human,5501540
FKBP5Association,reducedBy,RemovalOfSingleIndividual,Results,Human,5501540
RareVariantAnalysis,focusesOn,MissenseVariants,Results,Human,5501540
