s	p	o
n6797	p1564	n815
n815	p665	n1334
n815	p1564	n1861
n815	p1564	n21417
n815	p1564	n10123
n815	p1564	n4734
n815	p1564	n9071
n815	p1564	n18088
n815	p1564	n1392
n5672	p2603	n503
n5672	p2603	n514
n6823	p2603	n13155
n5202	p1564	n3746
n5202	p1564	n8834
n5202	p1564	n2893
n6797	p1564	n5399
n6797	p3666	n8306
n16075	p2267	n16233
n1289	p3666	n17740
n16202	p1564	n14933
n2074	p1564	n12617
n12617	p1564	n13461
n8205	p708	n2072
n6797	p2603	n502
n15870	p1564	n4987
n4987	p1564	n6409
n4987	p1564	n13611
n4987	p1564	n12440
n4987	p1564	n16311
n16599	p1564	n3939
n4341	p2267	n12006
n12006	p1564	n20583
n5142	p1105	n9645
n5142	p1351	n16858
n12400	p1398	n995
n5142	p1564	n10560
n11925	p1564	n7662
n11925	p1564	n14711
n5142	p1694	n19048
n5142	p1694	n18651
n5202	p1564	n12030
n2836	p2335	n11312
n2836	p2335	n13978
n2836	p2335	n18788
n13989	p1564	n8492
n13989	p1564	n8539
n13992	p1564	n15487
n13992	p1564	n6898
n13992	p1564	n16547
n4714	p1564	n13990
n13991	p1564	n16355
n8328	p3585	n552
n8328	p3585	n19561
n3143	p4146	n3662
n3143	p3585	n544
n3143	p3585	n20280
n4512	p2014	n4712
n4512	p1389	n3714
n4513	p4012	n10149
n4512	p2938	n4513
n4512	p1389	n3596
n15824	p2335	n14290
n15824	p2335	n12919
n15824	p2335	n13454
n15824	p2335	n14184
n19312	p2335	n12031
n19312	p1389	n7071
n3870	p2734	n4516
n3870	p2734	n3653
n3653	p4045	n3658
n3653	p4045	n9688
n3653	p4045	n5886
n3653	p4045	n19490
n3653	p4045	n7911
n10579	p1389	n2772
n21367	p1389	n3597
n21367	p2734	n4512
n5850	p1389	n3852
n14090	p3666	n8200
n4333	p1389	n15392
n3871	p2603	n15031
n3871	p2603	n11581
n15825	p2603	n8567
n15824	p2603	n15029
n15824	p2603	n6415
n15824	p2603	n7149
n15824	p2603	n4715
n4714	p3871	n3457
n3457	p1389	n18265
n6923	p3895	n19544
n6923	p2576	n13707
n6923	p3895	n6562
n6923	p3860	n5993
n6923	p3860	n11583
n9687	p3880	n2855
n9687	p3880	n2871
n5142	p4012	n3341
n3342	p409	n7916
n5142	p2603	n19041
n5170	p2603	n20916
n3453	p3860	n6286
n3453	p3860	n6600
n6923	p3876	n19489
n19489	p1389	n16334
n19489	p1389	n1160
n6923	p3895	n6433
n6433	p1564	n15799
n6923	p3895	n19669
n6923	p3895	n7899
n5142	p232	n18069
n18069	p1564	n6832
n18069	p1564	n19982
n5238	p2603	n15288
n15302	p1564	n19291
n6923	p3895	n676
n676	p1389	n8214
n676	p3879	n21569
n15438	p3885	n3451
n6915	p3867	n6923
n6923	p3895	n18081
n18081	p3880	n14188
n18081	p883	n12953
n5257	p2603	n10794
n5257	p3531	n17747
n5257	p3666	n17862
n5257	p3666	n17819
n5257	p2603	n12069
n5142	p1728	n15043
n1282	p1564	n14939
n11324	p3867	n6923
n17344	p3874	n6923
n17344	p3874	n5616
n17344	p232	n7817
n17957	p3880	n9600
n17957	p2603	n9315
n3492	p2844	n17958
n5885	p3895	n13595
n5885	p3895	n16354
n16354	p3666	n11599
n5885	p3895	n3454
n5885	p3895	n14183
n5885	p3895	n20353
n12964	p3895	n15046
n15045	p1564	n6563
n15045	p1564	n19965
n15148	p3877	n9686
n19489	p3895	n5862
n19489	p3895	n17789
n19489	p3895	n20606
n19489	p3895	n20603
n19489	p3895	n5063
n19489	p3895	n717
n716	p1564	n4751
n9861	p3874	n5553
n4642	p708	n4655
n4642	p883	n5594
n14214	p3895	n5735
n14214	p3895	n1285
n14214	p3895	n16701
n18071	p3874	n19489
n17815	p1389	n20437
n21024	p1389	n9657
n9657	p232	n18073
n6657	p3895	n15466
n6657	p3895	n6896
n6657	p3895	n18828
n6657	p3895	n16332
n7910	p3873	n2053
n16859	p796	n5171
n7909	p814	n8400
n9707	p3902	n14018
n7915	p821	n10777
n7917	p3871	n19021
n7917	p2576	n13708
n7917	p3895	n19543
n7853	p3857	n7917
n6024	p4012	n12806
n6024	p1564	n15971
n11320	p232	n17326
n17326	p4012	n17761
n7817	p2444	n9253
n9253	p232	n2821
n2821	p1564	n1325
n2821	p1564	n2095
n2821	p1564	n1451
n20054	p3492	n20055
n17326	p1887	n12974
n12974	p232	n21225
n13164	p2108	n17326
n12976	p385	n17326
n16858	p1605	n12402
n17586	p4012	n5211
n17586	p1135	n17581
n5211	p1564	n19176
n5211	p1564	n17761
n13163	p1446	n12969
n3261	p3702	n20342
n21638	p1564	n10568
n3884	p3716	n10568
n3884	p884	n5908
n18710	p2387	n3259
n17586	p2473	n13812
n16550	p708	n17585
n11974	p2603	n9599
n11974	p2603	n686
n11974	p2603	n689
n11974	p2576	n10571
n11974	p2576	n3884
n1143	p2745	n4817
n10710	p2612	n13832
n10710	p2612	n16712
n3277	p2353	n654
n7136	p2612	n19939
n21244	p1389	n2773
n9693	p883	n3917
n21740	p1389	n7123
n18041	p2856	n11702
n7175	p4012	n14840
n6465	p1389	n15609
n1878	p2353	n9218
n1878	p2353	n12683
n16642	p1389	n9589
n17761	p2628	n19481
n17761	p3473	n3884
n17761	p1187	n3261
n3267	p3453	n5654
n6708	p2603	n7175
n14814	p2603	n7175
n7175	p2118	n17761
n14950	p4012	n15711
n14950	p2708	n17761
n14950	p2628	n19480
n13210	p217	n21389
n13210	p217	n1878
n6708	p217	n21389
n6708	p217	n1878
n17819	p1187	n3261
n17819	p3453	n10444
n14951	p3453	n10444
n4394	p2387	n14951
n18087	p232	n15298
n15298	p1564	n15301
n14844	p1187	n3261
n14844	p3453	n19481
n8142	p1564	n14406
n8142	p232	n12977
n8142	p232	n15244
n12975	p2832	n5909
n12975	p2521	n18710
n12975	p2521	n14951
n6709	p1564	n7817
n6709	p1564	n16477
n16477	p1564	n20054
n20054	p492	n16474
n16474	p331	n19531
n9253	p385	n1405
n15341	p385	n1405
n5997	p385	n920
n920	p331	n1405
n9079	p331	n8143
n15286	p331	n8143
n3251	p3187	n11343
n3251	p3187	n18218
n18218	p2771	n11343
n20680	p2771	n18218
n20680	p2844	n11347
n10618	p331	n16208
n16208	p331	n9299
n18227	p1122	n1223
n18227	p3666	n17921
n18227	p3252	n8961
n18227	p2844	n2498
n9257	p232	n17326
n9257	p232	n19534
n5046	p603	n18227
n14842	p4012	n15993
n14842	p3453	n5654
n3254	p317	n3242
n6024	p4012	n3225
n6024	p1564	n19176
n6024	p1564	n15965
n6024	p232	n18919
n6024	p232	n15453
n6024	p232	n5325
n1295	p4012	n6932
n1295	p331	n7712
n1295	p331	n15495
n1295	p331	n4602
n1295	p331	n13670
n13751	p232	n6156
n13751	p1564	n15850
n13751	p1564	n15848
n15849	p658	n13444
n15849	p658	n15393
n15849	p658	n10638
n2099	p2908	n13747
n6024	p3666	n8086
n6024	p232	n21291
n6024	p232	n2919
n11635	p232	n6156
n6979	p4012	n14615
n6979	p1389	n1260
n6979	p1389	n1185
n6979	p3797	n7134
n6979	p2135	n12998
n6979	p3666	n12997
n6979	p2135	n21576
n6979	p657	n2042
n21292	p4012	n1322
n21292	p2447	n14135
n21292	p2447	n12114
n21292	p2447	n8293
n21292	p2447	n1707
n21292	p1389	n12910
n21292	p1389	n1260
n21292	p1389	n1185
n21292	p2135	n12247
n21292	p2014	n2047
n21292	p3666	n18049
n21620	p4012	n6058
n21620	p2904	n5339
n21630	p2904	n8583
n21620	p1411	n8844
n10140	p4012	n6977
n21293	p4012	n6977
n21294	p4012	n6977
n17398	p4012	n6977
n4322	p2574	n6206
n1566	p3602	n17770
n21630	p4012	n10441
n10441	p2963	n10714
n1724	p2612	n20409
n13858	p4012	n7282
n13861	p2121	n1868
n13858	p2121	n1868
n7867	p1564	n19176
n21947	p4012	n5206
n5206	p1135	n21939
n16732	p1461	n21939
n19178	p3602	n11223
n11223	p4012	n17772
n5768	p2810	n19073
n5768	p2810	n11237
n854	p3987	n10437
n19337	p4012	n1295
n19337	p2961	n14771
n21292	p771	n1724
n10140	p771	n1724
n21293	p771	n1724
n21294	p771	n1724
n17398	p2090	n1724
n17399	p2676	n17939
n21292	p3666	n13869
n10140	p3666	n13869
n21293	p828	n13869
n21294	p828	n13869
n17398	p828	n13869
n21292	p828	n13859
n10140	p828	n13859
n21293	p828	n13859
n21294	p828	n13859
n17398	p828	n13859
n19337	p3666	n13869
n19337	p3666	n13859
n21292	p839	n19180
n19337	p4037	n19180
n21292	p3666	n13864
n21292	p3666	n13866
n21292	p3666	n13865
n19337	p3666	n13864
n12445	p4012	n18990
n2655	p4012	n14614
n6010	p4096	n5238
n6010	p4096	n10518
n13876	p4012	n659
n13860	p4012	n659
n13861	p1576	n7281
n13858	p1576	n7281
n13858	p2150	n7323
n13858	p2150	n8099
n13858	p2150	n8060
n13861	p256	n18236
n13858	p256	n18236
n21292	p3198	n7335
n21292	p2632	n13877
n21292	p1896	n20520
n5219	p232	n11389
n5219	p232	n15973
n8087	p441	n17753
n10255	p2090	n8088
n21292	p2090	n8089
n681	p3121	n19198
n6464	p3176	n19198
n5755	p4012	n8120
n11054	p4012	n13221
n11054	p1520	n7242
n18561	p1744	n15026
n1296	p384	n15851
n15851	p232	n14468
n21292	p3138	n757
n21292	p3176	n1316
n21292	p3176	n11364
n10140	p1128	n1298
n19432	p2668	n6978
n13751	p232	n9672
n1261	p3171	n6096
n18636	p1847	n21389
n18636	p1847	n12286
n18636	p1847	n15663
n18639	p2353	n20025
n14694	p3246	n5755
n14694	p3246	n5776
n14694	p3246	n5785
n14694	p3246	n5730
n14694	p3246	n13756
n14694	p3246	n919
n18706	p4146	n5755
n18706	p4146	n5776
n16690	p4146	n5743
n16690	p4146	n5776
n11156	p2603	n20333
n11156	p2603	n6184
n11156	p2603	n13514
n1565	p1389	n3292
n1565	p1520	n10902
n10902	p232	n15256
n10902	p232	n3623
n10902	p232	n10585
n3276	p4146	n10747
n3276	p4146	n10569
n18639	p2624	n3274
n3252	p1564	n10161
n3252	p1564	n7054
n17236	p4012	n13617
n17236	p1389	n1571
n17236	p507	n21389
n17236	p507	n12286
n17236	p507	n15663
n17236	p1472	n15566
n17236	p1495	n8154
n17236	p2355	n21409
n4277	p4012	n5211
n4277	p1415	n17554
n17554	p3269	n5142
n17547	p492	n12376
n4277	p232	n18651
n4277	p232	n3248
n415	p4012	n1082
n415	p232	n6103
n12999	p4012	n3244
n12999	p1694	n3243
n1133	p2745	n10568
n1133	p2745	n3884
n10161	p1564	n14489
n10161	p1564	n14485
n5744	p3435	n5745
n5778	p3435	n5779
n21230	p1389	n18536
n18689	p4181	n6224
n6224	p4012	n13616
n6738	p986	n20335
n6738	p986	n7144
n6738	p986	n14954
n6738	p986	n19035
n6738	p986	n21641
n19556	p3749	n8196
n8196	p2803	n11156
n8445	p507	n21388
n8445	p507	n12288
n20334	p477	n20021
n11156	p951	n8519
n11156	p951	n8522
n11677	p1987	n10727
n8445	p2014	n18707
n17236	p1057	n21500
n17236	p1057	n4278
n17236	p1057	n19966
n17236	p1057	n6469
n4281	p2603	n1040
n1040	p3666	n3299
n17236	p454	n15820
n15819	p2387	n11985
n11676	p2014	n4132
n6173	p3272	n2094
n2092	p2603	n18709
n9050	p4252	n12025
n9050	p2210	n655
n10161	p3850	n15173
n3884	p3789	n3250
n17236	p3666	n18700
n17236	p2603	n20530
n17236	p2391	n7999
n17236	p2391	n21640
n17237	p3466	n6739
n17237	p3466	n18708
n17237	p3466	n20453
n17237	p3466	n11671
n17236	p19	n6225
n17236	p3435	n6737
n17236	p3435	n18697
n17236	p1263	n6172
n6172	p3666	n1982
n6172	p883	n20455
n6172	p883	n20454
n17236	p1520	n2093
n17236	p1520	n1393
n20454	p3895	n712
n18401	p2090	n11673
n4448	p292	n18401
n5142	p4045	n18351
n6942	p2603	n9640
n5142	p1694	n15292
n15292	p4045	n8388
n8388	p2603	n1059
n5142	p1694	n7034
n5238	p2603	n9807
n5238	p2769	n6832
n5238	p2769	n8493
n5238	p2769	n21024
n6748	p432	n840
n5142	p2603	n4783
n4783	p1564	n11330
n5142	p1694	n3527
n5142	p1694	n1818
n3527	p1105	n17721
n1818	p1105	n17721
n16858	p580	n5171
n5199	p1135	n17157
n5199	p1135	n7476
n5199	p1135	n13795
n5202	p2603	n5330
n18006	p3666	n18035
n9009	p3666	n18070
n6842	p3666	n6760
n18850	p362	n12194
n18853	p3531	n17835
n5142	p1728	n10541
n5142	p1728	n21079
n5142	p1728	n21670
n19337	p4045	n17306
n19337	p1577	n5975
n19337	p1577	n2037
n19337	p1577	n2038
n19337	p3666	n12861
n19337	p3666	n10387
n19337	p2961	n748
n19339	p2289	n21079
n19339	p2289	n3458
n19337	p3666	n17774
n19337	p3666	n7817
n19337	p3666	n7026
n19337	p3666	n19291
n16597	p4012	n4614
n4340	p477	n892
n4340	p477	n16795
n4340	p477	n17822
n4340	p477	n863
n4340	p477	n17866
n4340	p477	n17823
n4340	p477	n3801
n9844	p1389	n6203
n9692	p1389	n1528
n3980	p360	n19291
n7839	p580	n16825
n11178	p2353	n19509
n11178	p2353	n19507
n11178	p2353	n13150
n11178	p2353	n13126
n11178	p2353	n13122
n11530	p2353	n14082
n11530	p2353	n2207
n11530	p2353	n2206
n17366	p2740	n818
n18199	p2353	n10555
n18199	p2353	n8836
n18199	p2353	n18509
n18199	p2353	n11310
n13255	p2353	n13257
n3588	p2603	n16858
n17966	p2603	n9645
n3588	p2603	n7795
n3588	p2603	n7026
n3588	p2603	n1500
n5142	p1564	n8011
n5142	p1564	n9861
n5142	p1564	n19048
n5142	p1564	n3538
n3588	p2603	n6641
n19337	p2179	n10468
n19337	p2452	n3458
n19337	p2452	n21079
n19337	p1564	n11179
n19337	p1564	n11531
n19337	p1564	n10611
n19337	p1564	n17857
n19354	p232	n11178
n19353	p232	n18011
n19352	p232	n18011
n19337	p232	n815
n815	p1564	n18973
n815	p1564	n1819
n1819	p1564	n912
n1819	p1564	n10123
n1819	p1564	n8948
n815	p1564	n1469
n815	p1564	n9835
n815	p1564	n8996
n815	p1564	n21365
n815	p1564	n20610
n815	p1564	n17884
n19345	p2267	n10368
n19345	p2267	n18973
n19345	p2267	n1076
n4385	p232	n18363
n18363	p2603	n20910
n19337	p2603	n13128
n19337	p1423	n3458
n19337	p1423	n21079
n19337	p1423	n3462
n18973	p232	n11393
n19337	p2135	n2570
n2571	p232	n3505
n3505	p232	n17731
n3504	p3666	n17731
n3504	p3666	n1337
n21365	p232	n5865
n956	p2603	n18627
n19358	p2603	n10757
n16599	p1520	n10608
n16599	p1520	n3858
n705	p442	n3617
n19337	p3869	n16898
n15358	p2668	n17371
n15358	p2668	n5698
n15590	p2668	n820
n17774	p2827	n19337
n5142	p232	n5600
n5142	p232	n10559
n1282	p2721	n17792
n1282	p362	n5166
n5937	p232	n570
n5938	p2948	n7863
n8107	p4012	n5942
n13748	p4012	n5942
n5941	p232	n6156
n5941	p232	n3237
n9162	p232	n8048
n9911	p232	n8049
n5142	p232	n11637
n5142	p3666	n13749
n10255	p4096	n5238
n10255	p899	n6718
n10255	p3666	n8055
n10255	p1576	n8052
n17675	p3269	n5142
n17675	p232	n9061
n17675	p232	n9062
n10271	p3790	n11387
n10271	p3666	n17938
n14457	p3790	n11387
n14457	p3666	n17938
n14045	p232	n11629
n11629	p2325	n14046
n11020	p4012	n14198
n11020	p2984	n19783
n11020	p3193	n12835
n4291	p4012	n11023
n3949	p4012	n11024
n4291	p2608	n3949
n4291	p1135	n16732
n4294	p2699	n10256
n2053	p883	n11022
n2061	p2873	n3999
n15659	p4000	n4464
n3947	p1645	n12780
n9844	p883	n8916
n21571	p883	n8916
n11021	p4195	n15686
n11021	p4162	n8921
n11021	p4162	n13394
n11021	p4162	n2782
n5632	p3666	n7957
n6480	p4186	n17702
n6476	p3695	n8110
n13754	p3695	n11646
n6218	p2135	n2906
n2906	p883	n11638
n11625	p3003	n11633
n19831	p3731	n11642
n8555	p4186	n13761
n4816	p3467	n11020
n19514	p1987	n11647
n4291	p1416	n18525
n4291	p3964	n16072
n1723	p2876	n4292
n8109	p2876	n4292
n4291	p951	n9288
n4291	p951	n15996
n4291	p951	n15980
n4291	p951	n16124
n4291	p951	n16228
n15440	p2876	n4292
n11633	p2876	n4292
n11642	p2876	n4292
n4291	p3948	n6717
n4291	p2090	n5912
n6380	p2876	n4292
n11645	p2503	n4291
n11628	p2829	n4291
n11631	p2829	n4291
n11632	p2684	n4292
n10492	p2684	n4292
n15677	p951	n16809
n4291	p3666	n13750
n16158	p3023	n15997
n16228	p3666	n19401
n9908	p3222	n16157
n16157	p3148	n5167
n4293	p115	n6863
n4293	p115	n18620
n11022	p2563	n12120
n11022	p2563	n18624
n11020	p4012	n9221
n6864	p1520	n6903
n5958	p3217	n10264
n6716	p3162	n11648
n6716	p3152	n8046
n6716	p3177	n3295
n3295	p3177	n991
n990	p2770	n8069
n8057	p2770	n7352
n11630	p232	n20026
n10262	p232	n8608
n10545	p232	n8609
n10545	p232	n8610
n14590	p1520	n10608
n14700	p2760	n5939
n21079	p2130	n11399
n11649	p413	n21086
n4291	p3591	n11390
n5330	p2352	n6585
n5330	p2353	n9936
n5330	p1189	n14458
n5900	p1716	n6156
n6377	p3167	n1278
n2760	p1560	n4518
n2760	p1560	n2655
n4518	p1692	n15458
n4518	p1332	n17752
n2655	p1692	n13239
n2655	p1352	n14606
n2655	p1577	n13404
n2655	p1609	n12083
n2655	p2150	n2747
n2655	p2150	n2748
n2747	p2493	n3039
n2748	p2493	n3039
n2747	p2493	n8751
n2655	p3274	n21326
n2655	p3274	n21318
n2655	p2150	n7583
n2655	p2150	n19844
n2655	p2225	n753
n2655	p2969	n3458
n5142	p1905	n3962
n5142	p1105	n1384
n5142	p1741	n3556
n5142	p1741	n11925
n5142	p1741	n1845
n5142	p1741	n5609
n702	p3666	n17862
n10511	p4012	n18328
n10511	p1816	n7806
n10511	p1494	n4805
n4805	p1384	n13573
n10511	p1218	n3556
n3556	p3557	n9861
n702	p3666	n5278
n20683	p4012	n1589
n20683	p2267	n19856
n20683	p2267	n19860
n19855	p3702	n2970
n19859	p3702	n2970
n14164	p3784	n1910
n1910	p2577	n12084
n20683	p1218	n9641
n20683	p1218	n3547
n20683	p1218	n12916
n2655	p665	n7807
n2655	p665	n7027
n2655	p883	n5073
n14447	p2572	n2655
n8669	p1722	n1353
n2655	p2405	n11766
n2655	p2405	n13505
n2655	p2797	n15797
n14276	p1232	n14471
n14276	p2931	n2662
n2655	p1383	n13650
n2655	p1091	n13638
n2726	p2535	n14274
n2726	p1382	n10817
n3333	p2437	n11313
n3333	p2437	n2875
n17862	p2372	n2875
n17747	p2280	n17966
n17747	p2280	n18077
n17779	p2243	n9937
n7915	p2212	n3582
n18832	p2234	n3364
n3404	p2892	n18011
n18012	p2740	n17973
n18012	p2740	n18040
n705	p2034	n13539
n705	p2034	n13506
n13539	p2446	n5142
n13539	p2446	n10511
n13539	p2446	n20683
n13506	p2446	n13676
n2726	p2289	n1291
n2726	p2289	n3458
n14276	p2044	n10511
n14276	p2044	n5142
n14276	p2044	n20683
n14276	p2044	n13676
n2726	p3666	n17862
n2726	p883	n17855
n2726	p2014	n18832
n18832	p2612	n3364
n7806	p951	n3405
n7026	p951	n3405
n20396	p951	n3405
n1473	p951	n3405
n6129	p951	n3405
n1500	p951	n3405
n1586	p951	n3405
n20381	p951	n3405
n2145	p3789	n19418
n2145	p3789	n11142
n11142	p232	n1971
n2655	p1096	n10123
n2655	p1096	n8948
n2655	p1096	n7719
n7719	p2034	n4734
n14276	p1641	n3556
n3556	p2034	n4657
n3556	p2034	n9861
n7910	p3789	n2939
n2939	p2034	n16858
n2939	p2034	n16755
n2939	p2034	n19861
n2939	p2034	n17230
n2939	p2034	n2458
n2939	p2034	n17227
n2939	p2034	n10337
n2939	p2034	n21591
n21591	p232	n1505
n2145	p3789	n1988
n2145	p3789	n10650
n2145	p3789	n14762
n2145	p3789	n8720
n2145	p3789	n4067
n2145	p3789	n19475
n2145	p3789	n21442
n2145	p3789	n4009
n2145	p3789	n7171
n2145	p3789	n4005
n2145	p3789	n7009
n2726	p1672	n13127
n2726	p1672	n20556
n20870	p331	n11836
n2655	p2970	n13676
n2655	p1128	n2252
n2655	p2403	n10746
n2655	p2404	n16304
n2655	p2200	n17797
n2726	p779	n17896
n5279	p2034	n20396
n5279	p2034	n1473
n5279	p2034	n20381
n5279	p951	n1927
n2655	p1870	n3458
n2655	p1308	n3458
n5303	p2090	n645
n2729	p232	n8171
n2729	p1967	n21717
n2655	p1577	n12049
n2655	p2160	n2738
n2655	p2160	n13175
n2655	p1691	n1187
n2655	p1691	n12910
n5907	p2034	n2747
n5907	p2034	n2748
n7583	p2508	n2723
n19844	p2508	n2723
n11142	p4012	n8402
n11142	p2267	n4922
n11142	p2267	n4923
n11142	p2267	n4924
n11142	p2267	n4921
n11142	p232	n6037
n11142	p232	n14473
n7876	p615	n11143
n21814	p1218	n6024
n21814	p1218	n11142
n21814	p1218	n12778
n21817	p2548	n7009
n21817	p2548	n14690
n21817	p2548	n20684
n4067	p2815	n7010
n19473	p2815	n7010
n7010	p1606	n9473
n9473	p2713	n12843
n2655	p3274	n7375
n7376	p3154	n7287
n11142	p3166	n2671
n21592	p890	n636
n21592	p2548	n11045
n21592	p2548	n11083
n21593	p395	n1006
n7922	p3112	n6722
n6722	p3177	n3405
n2655	p2122	n2116
n2655	p3272	n16527
n16527	p2041	n21213
n16527	p2041	n1110
n16527	p2041	n8751
n16527	p2041	n7167
n2655	p3274	n1495
n1495	p232	n19555
n19555	p232	n9856
n19555	p232	n11498
n2726	p2014	n18813
n18814	p615	n1970
n14703	p3105	n3572
n2655	p1712	n12918
n2726	p2463	n21425
n10124	p4012	n3626
n10124	p232	n5057
n10124	p232	n20367
n2726	p331	n7715
n16599	p3186	n4336
n11314	p3191	n4330
n2876	p3191	n4338
n18773	p3037	n7792
n3364	p4012	n19479
n3583	p560	n20598
n2705	p2681	n16599
n7906	p3135	n11313
n7257	p3898	n7923
n7257	p3891	n14425
n18550	p3037	n2239
n7257	p3913	n15360
n7257	p3913	n19266
n1247	p1564	n20854
n14284	p1694	n1247
n7942	p1218	n6024
n16732	p2576	n3220
n12367	p2734	n21326
n10868	p1489	n9278
n9278	p2267	n10868
n6306	p2267	n9278
n18049	p2267	n6306
n18904	p1389	n2253
n18904	p3274	n21338
n18904	p3666	n14269
n18904	p3987	n11353
n18904	p4037	n8509
n366	p1136	n1247
n11053	p1136	n1247
n16874	p1136	n18049
n16874	p1136	n1248
n17156	p1136	n2778
n17152	p4012	n16907
n17154	p4012	n16907
n17151	p4012	n16907
n17155	p4012	n16907
n17153	p4012	n16907
n14295	p1761	n3145
n14296	p4012	n14295
n14296	p1218	n6024
n14296	p1728	n18904
n18908	p1564	n17848
n18905	p1564	n14412
n18905	p4012	n1247
n18907	p1694	n18908
n18906	p1694	n18905
n18077	p2734	n9104
n14358	p2965	n7940
n7938	p4012	n13444
n7938	p2335	n14358
n16801	p708	n16907
n14689	p1389	n1107
n17395	p708	n18185
n17152	p1136	n18905
n17154	p1136	n18905
n17151	p1136	n18905
n17155	p1136	n18905
n17153	p1136	n18905
n17155	p1136	n10990
n17153	p1136	n10990
n17153	p1136	n7806
n5330	p1694	n7806
n5330	p1694	n7026
n5330	p1694	n20906
n21326	p1389	n14464
n16874	p1136	n18905
n16825	p1389	n1078
n16825	p1389	n1079
n4935	p2267	n1044
n16247	p2267	n4935
n19515	p2267	n14451
n9629	p2267	n19515
n813	p2267	n8540
n17155	p1136	n16243
n17153	p1136	n16243
n16243	p2267	n9304
n16801	p1987	n8562
n8560	p1136	n5552
n20134	p1389	n8213
n9110	p1389	n3300
n6126	p1694	n7806
n6126	p1694	n7026
n6126	p1694	n20906
n16769	p1136	n6070
n11524	p1694	n10135
n11691	p1218	n7524
n7524	p2526	n6743
n20670	p1218	n5142
n3188	p1136	n10600
n7230	p1389	n5794
n7230	p1389	n11404
n11323	p1136	n20579
n14682	p1136	n1247
n5142	p1694	n12096
n5142	p1694	n1837
n17747	p2526	n21024
n2142	p1694	n20784
n5452	p1694	n13294
n5334	p1694	n17782
n19291	p2526	n6747
n17782	p2526	n6747
n5142	p1351	n16813
n14320	p1389	n406
n14320	p1157	n404
n406	p3666	n12871
n12871	p1351	n8058
n14320	p1728	n759
n14074	p1694	n17722
n5142	p1728	n3482
n18850	p3239	n17792
n5142	p1351	n1608
n6797	p1389	n1282
n2655	p1389	n1282
n15363	p1694	n18549
n15363	p2576	n18429
n14089	p1761	n14274
n14089	p1218	n5142
n5171	p1694	n15302
n5171	p1694	n6748
n5171	p1694	n840
n5171	p1694	n7008
n5171	p1694	n7794
n17747	p2526	n9007
n9007	p1351	n21024
n9007	p1351	n9194
n17747	p2526	n6975
n17747	p2526	n21282
n17747	p2526	n1775
n17747	p2526	n5668
n17747	p2526	n13724
n5142	p1694	n7656
n7656	p1709	n4138
n2142	p1694	n13340
n5452	p1694	n13298
n16825	p1694	n20969
n16825	p1694	n18972
n14320	p1383	n13645
n14320	p1389	n13541
n815	p1694	n20565
n12773	p1389	n21411
n12773	p1389	n7990
n5165	p1694	n14294
n5165	p1694	n7012
n5165	p1694	n3613
n5165	p1694	n7026
n5165	p1694	n7817
n5165	p1694	n1500
n5165	p1694	n12194
n5165	p1694	n19291
n5165	p1694	n13264
n5165	p1694	n12097
n5165	p1694	n1540
n5165	p1694	n4657
n5165	p1694	n9861
n5165	p1135	n16732
n16732	p1936	n11607
n16732	p1936	n13285
n16732	p1936	n7127
n16732	p1936	n9354
n16732	p1936	n19109
n16732	p1819	n21868
n16732	p1819	n21870
n16732	p1819	n21863
n14321	p1694	n17890
n14321	p1694	n17805
n14321	p1694	n16498
n14321	p1694	n13248
n14320	p1389	n9606
n815	p1694	n10123
n815	p1694	n6715
n815	p1694	n20927
n815	p1694	n18973
n815	p1694	n18759
n815	p1694	n4991
n815	p1694	n8300
n815	p1694	n449
n815	p1694	n4969
n815	p1694	n20686
n815	p1694	n20560
n815	p2014	n21524
n14320	p1694	n8558
n14322	p1351	n10368
n14322	p1351	n13400
n6843	p2526	n6746
n6857	p1694	n11226
n12786	p2014	n1412
n14320	p1389	n2247
n14320	p1694	n5700
n14320	p1694	n20373
n14320	p1694	n5693
n14320	p1694	n5686
n14320	p1694	n11230
n14320	p1694	n11227
n14320	p1389	n21407
n404	p2576	n14894
n2617	p2576	n7387
n2617	p1356	n5977
n2617	p1356	n11299
n17900	p1351	n5955
n5211	p899	n19144
n9014	p2526	n9007
n14320	p3666	n9023
n14320	p3666	n9022
n12544	p2576	n9728
n404	p2576	n9728
n16813	p1351	n16094
n16813	p1351	n9517
n14320	p1389	n1162
n14320	p1694	n756
n10255	p1694	n758
n10255	p1694	n7714
n14320	p1694	n13540
n14320	p2014	n11327
n14320	p1694	n13128
n14320	p1694	n821
n15363	p1694	n10612
n15363	p1315	n18449
n14320	p1694	n2642
n2764	p1238	n2655
n2764	p1238	n4518
n2655	p1157	n2379
n2655	p1157	n2386
n4518	p1157	n2379
n4518	p1157	n2386
n2379	p4012	n7582
n2386	p4012	n7582
n7582	p3967	n9726
n9726	p1238	n7995
n9726	p1238	n8115
n4518	p1389	n15458
n2655	p1156	n10882
n2655	p1389	n1278
n2655	p1389	n1264
n2655	p1389	n1317
n2655	p1389	n1237
n2655	p1389	n12910
n2655	p1389	n1214
n2655	p1389	n18686
n2655	p1577	n7190
n2655	p1577	n19847
n2655	p1577	n5507
n5507	p2090	n6477
n8669	p4012	n2693
n6013	p1383	n8669
n6013	p1258	n12638
n6013	p1775	n13117
n6013	p1775	n13118
n6013	p2224	n5330
